timestamp,pressure_kpa
1774643400,-0.1077
1774643405,-0.1034
1774643410,-0.1219
1774643416,-0.1186
1774643421,-0.1164
1774643426,-0.1088
1774643431,-0.1077
1774643436,-0.1262
1774643441,-0.1121
1774643446,-0.1392
1774643451,-0.1327
1774643456,-0.1251
1774643461,-0.1175
1774643467,-0.1349
1774643472,-0.1490
1774643477,-0.1088
1774643482,-0.2641
1774643487,-0.1099
1774643492,-0.1555
1774643497,-0.1012
1774643502,-0.1295
1774643507,-0.1045
1774643512,-0.1045
1774643517,-0.1175
1774643523,-0.1164
1774643528,0.0508
1774643533,-0.0871
1774643538,-0.1240
1774643543,-0.1067
1774643548,-0.1001
1774643553,-0.1056
1774643558,-0.1197
1774643563,-0.1034
1774643568,-0.1132
1774643574,-0.0969
1774643579,-0.0980
1774643584,-0.0643
1774643589,-0.1121
1774643594,-0.0991
1774643599,-0.1143
1774643604,-0.0817
1774643609,-0.0936
1774643614,-0.1034
1774643619,-0.0915
1774643625,-0.1208
1774643630,-0.1143
1774643635,-0.1034
1774643640,-0.1110
1774643645,-0.0871
1774643650,-0.1099
1774643655,-0.1034
1774643660,-0.2674
1774643665,-0.1881
1774643670,-0.0947
1774643676,-0.0849
1774643681,-0.1295
1774643686,-0.0578
1774643691,-0.1262
1774643696,-0.1121
1774643701,-0.1045
1774643706,-0.0915
1774643711,-0.1403
1774643716,-0.1229
1774643721,-0.0969
1774643727,-0.0936
1774643732,-0.1229
1774643737,-0.1012
1774643742,-0.0936
1774643747,-0.0958
1774643752,-0.0893
1774643757,-0.0915
1774643762,-0.0969
1774643767,-0.1110
1774643772,-0.1121
1774643778,-0.1001
1774643783,-0.1132
1774643788,-0.1012
1774643793,-0.1001
1774643798,-0.0991
1774643803,-0.1110
1774643808,-0.0958
1774643813,-0.1110
1774643818,-0.0980
1774643823,-0.0871
1774643829,-0.0980
1774643834,-0.1045
1774643839,-0.1088
1774643844,-0.0980
1774643849,-0.0947
1774643854,-0.1067
1774643859,-0.1077
1774643864,-0.0904
1774643869,-0.1001
1774643874,-0.1045
1774643880,-0.1056
1774643885,-0.0980
1774643890,-0.1088
1774643895,-0.0904
1774643900,-0.1121
1774643905,-0.1153
1774643910,-0.1045
1774643915,-0.0958
1774643920,-0.1110
1774643925,-0.0925
1774643931,-0.0969
1774643936,-0.0947
1774643941,-0.1143
1774643946,-0.1132
1774643951,-0.0969
1774643956,-0.0936
1774643961,-0.0936
1774643966,-0.1088
1774643971,-0.1099
1774643976,-0.0893
1774643982,-0.0991
1774643987,-0.1099
1774643992,-0.1023
1774643997,-0.1197
1774644002,-0.0980
1774644007,-0.0936
1774644012,-0.0947
1774644017,-0.0947
1774644022,-0.1132
1774644027,-0.1012
1774644033,-0.0936
1774644038,-0.1338
1774644043,-0.1001
1774644048,-0.1316
1774644053,-0.1099
1774644058,-0.1197
1774644063,-0.1012
1774644068,-0.1056
1774644073,-0.0925
1774644079,-0.1012
1774644084,-0.1110
1774644089,-0.0925
1774644094,-0.0925
1774644099,-0.1110
1774644104,-0.1132
1774644109,-0.1143
1774644114,-0.1077
1774644119,-0.0849
1774644124,-0.1240
1774644130,-0.1001
1774644135,-0.1012
1774644140,-0.0719
1774644145,-0.1023
1774644150,-0.1316
1774644155,-0.1186
1774644160,-0.1045
1774644165,-0.1349
1774644170,-0.1067
1774644175,-0.0741
1774644181,-0.1197
1774644186,-0.1175
1774644191,-0.1306
1774644196,-0.1034
1774644201,-0.1023
1774644206,-0.0838
1774644211,-0.0817
1774644216,-0.1371
1774644221,-0.0860
1774644226,-0.1219
1774644232,-0.0958
1774644237,-0.0947
1774644242,-0.1099
1774644247,-0.1327
1774644252,-0.1175
1774644257,-0.1099
1774644262,-0.0936
1774644267,-0.1284
1774644272,-0.1121
1774644277,-0.0838
1774644283,-0.0969
1774644288,-0.0806
1774644293,-0.1436
1774644298,-0.1208
1774644303,-0.1045
1774644308,-0.1360
1774644313,-0.1153
1774644318,-0.1110
1774644323,-0.0828
1774644328,-0.1056
1774644334,-0.0784
1774644339,-0.0882
1774644344,-0.1262
1774644349,-0.1251
1774644354,-0.1306
1774644359,-0.1338
1774644364,-0.0947
1774644369,-0.0904
1774644374,-0.1229
1774644379,-0.1251
1774644385,-0.1273
1774644390,-0.1153
1774644395,-0.0784
1774644400,-0.1229
1774644405,-0.1382
1774644410,-0.1132
1774644415,-0.1034
1774644420,-0.1023
1774644425,-0.0806
1774644430,-0.0991
1774644436,-0.0991
1774644441,-0.1316
1774644446,-0.1088
1774644451,-0.1306
1774644456,-0.1110
1774644461,-0.1110
1774644466,-0.1349
1774644471,-0.1186
1774644476,-0.0936
1774644481,-0.1001
1774644487,-0.1121
1774644492,-0.0947
1774644497,-0.0980
1774644502,-0.1132
1774644507,-0.1360
1774644512,-0.1067
1774644517,-0.1132
1774644522,-0.1045
1774644527,-0.1099
1774644532,-0.1077
1774644538,-0.0806
1774644543,-0.1175
1774644548,-0.1186
1774644553,-0.0925
1774644558,-0.0958
1774644563,-0.1208
1774644568,-0.1295
1774644573,-0.0991
1774644578,-0.0860
1774644583,-0.1001
1774644589,-0.1186
1774644594,-0.1067
1774644599,-0.1164
1774644604,-0.0958
1774644609,-0.1056
1774644614,-0.1088
1774644619,-0.0915
1774644624,-0.1067
1774644629,-0.1175
1774644634,-0.1262
1774644640,-0.1143
1774644645,-0.1175
1774644650,-0.0762
1774644655,-0.0882
1774644660,-0.1132
1774644665,-0.1197
1774644670,-0.0980
1774644675,-0.1067
1774644680,-0.1175
1774644685,-0.1001
1774644690,-0.1219
1774644696,-0.1110
1774644701,-0.1077
1774644706,-0.1034
1774644711,-0.0784
1774644716,-0.1219
1774644721,-0.1251
1774644726,-0.1077
1774644731,-0.1012
1774644736,-0.1197
1774644741,-0.0849
1774644747,-0.1023
1774644752,-0.0936
1774644757,-0.1034
1774644762,-0.1338
1774644767,-0.0893
1774644772,-0.1164
1774644777,-0.1240
1774644782,-0.1012
1774644787,-0.1001
1774644792,-0.1240
1774644798,-0.0817
1774644803,-0.1077
1774644808,-0.1316
1774644813,-0.1164
1774644818,-0.0752
1774644823,-0.0936
1774644828,-0.1262
1774644833,-0.1219
1774644838,-0.0958
1774644843,-0.1262
1774644849,-0.1219
1774644854,-0.1349
1774644859,-0.1034
1774644864,-0.1045
1774644869,-0.1056
1774644874,-0.1099
1774644879,-0.1251
1774644884,-0.0904
1774644889,-0.1067
1774644894,-0.1186
1774644900,-0.1077
1774644905,-0.1034
1774644910,-0.1110
1774644915,-0.0947
1774644920,-0.1067
1774644925,-0.1088
1774644930,-0.1012
1774644935,-0.1067
1774644940,-0.1077
1774644945,-0.1110
1774644950,-0.0882
1774644956,-0.1132
1774644961,-0.1045
1774644966,-0.1153
1774644971,-0.0980
1774644976,-0.0925
1774644981,-0.1045
1774644986,-0.1088
1774644991,-0.1012
1774644996,-0.1099
1774645001,-0.0925
1774645007,-0.1045
1774645012,-0.1240
1774645017,-0.1132
1774645022,-0.1197
1774645027,-0.0947
1774645032,-0.1034
1774645037,-0.0795
1774645042,-0.1088
1774645047,-0.1099
1774645052,-0.1273
1774645058,-0.1240
1774645063,-0.0860
1774645068,-0.1132
1774645073,-0.1132
1774645078,-0.1327
1774645083,-0.1001
1774645088,-0.1045
1774645093,-0.0925
1774645098,-0.0969
1774645103,-0.1349
1774645109,-0.1153
1774645114,-0.1164
1774645119,-0.0817
1774645124,-0.1425
1774645129,-0.1186
1774645134,-0.1023
1774645139,-0.1056
1774645144,-0.0904
1774645149,-0.0980
1774645154,-0.1153
1774645160,-0.1262
1774645165,-0.1219
1774645170,-0.0947
1774645175,-0.1067
1774645180,-0.1164
1774645185,-0.1316
1774645190,-0.1153
1774645195,-0.1012
1774645200,-0.0925
1774645205,-0.0925
1774645210,-0.1121
1774645216,-0.1045
1774645221,-0.1088
1774645226,-0.0871
1774645231,-0.1197
1774645236,-0.1045
1774645241,-0.1067
1774645246,-0.1414
1774645251,-0.1034
1774645256,-0.1077
1774645261,-0.1219
1774645267,-0.0806
1774645272,-0.0936
1774645277,-0.1056
1774645282,-0.1121
1774645287,-0.1186
1774645292,-0.1132
1774645297,-0.1164
1774645302,-0.1284
1774645307,-0.0980
1774645312,-0.1164
1774645318,-0.0882
1774645323,-0.1153
1774645328,-0.1240
1774645333,-0.1219
1774645338,-0.1012
1774645343,-0.1316
1774645348,-0.0817
1774645353,-0.1088
1774645358,-0.1164
1774645363,-0.0991
1774645369,-0.1143
1774645374,-0.1023
1774645379,-0.1132
1774645384,-0.1023
1774645389,-0.1110
1774645394,-0.0806
1774645399,-0.1327
1774645404,-0.1197
1774645409,-0.1056
1774645414,-0.1186
1774645420,-0.0828
1774645425,-0.1132
1774645430,-0.1186
1774645435,-0.1110
1774645440,-0.1001
1774645445,-0.1012
1774645450,-0.0915
1774645455,-0.1153
1774645460,-0.1186
1774645465,-0.1077
1774645470,-0.1023
1774645476,-0.0860
1774645481,-0.1099
1774645486,-0.1067
