timestamp,pressure_kpa
1774564634,-0.1045
1774564639,-0.1251
1774564644,-0.1251
1774564649,-0.1219
1774564654,-0.1197
1774564659,-0.1186
1774564664,-0.1175
1774564669,-0.1088
1774564674,-0.1240
1774564680,-0.1186
1774564685,-0.1175
1774564690,-0.1175
1774564695,-0.1229
1774564700,-0.1153
1774564705,-0.1208
1774564710,-0.1186
1774564715,-0.1175
1774564720,-0.1110
1774564725,-0.1164
1774564730,-0.1197
1774564735,-0.1153
1774564740,-0.1164
1774564746,-0.1175
1774564751,-0.1208
1774564756,-0.1240
1774564761,-0.1175
1774564766,-0.1219
1774564771,-0.1175
1774564776,-0.1208
1774564781,-0.1143
1774564786,-0.1186
1774564791,-0.1436
1774564796,-0.1262
1774564801,-0.1186
1774564807,-0.1099
1774564812,-0.1099
1774564817,-0.1164
1774564822,-0.1338
1774564827,-0.0969
1774564832,-0.1088
1774564837,-0.1219
1774564842,-0.0969
1774564847,-0.1175
1774564852,-0.1338
1774564857,-0.1045
1774564862,-0.1349
1774564867,-0.1164
1774564873,-0.1284
1774564878,-0.1240
1774564883,-0.1295
1774564888,-0.1186
1774564893,-0.1229
1774564898,-0.1110
1774564903,-0.1306
1774564908,-0.1186
1774564913,-0.1099
1774564918,-0.1143
1774564923,-0.1208
1774564928,-0.1208
1774564933,-0.1208
1774564939,-0.1153
1774564944,-0.1197
1774564949,-0.1262
1774564954,-0.1251
1774564959,-0.1295
1774564964,-0.1208
1774564969,-0.1229
1774564974,-0.1132
1774564979,-0.1240
1774564984,-0.1219
1774564989,-0.1208
1774564994,-0.1262
1774565000,-0.1219
1774565005,-0.1240
1774565010,-0.1153
1774565015,-0.1143
1774565020,-0.1164
1774565025,-0.1240
1774565030,-0.1164
1774565035,-0.1273
1774565040,-0.1262
1774565045,-0.1143
1774565050,-0.1295
1774565055,-0.1175
1774565060,-0.1229
1774565066,-0.1153
1774565071,-0.1088
1774565076,-0.1143
1774565081,-0.1197
1774565086,-0.1153
1774565091,-0.1229
1774565096,-0.1197
1774565101,-0.1164
1774565106,-0.1056
1774565111,-0.1143
1774565116,-0.1143
1774565121,-0.1164
1774565126,-0.1197
1774565132,-0.1219
1774565137,-0.1132
1774565142,-0.1229
1774565147,-0.1197
1774565152,-0.1219
1774565157,-0.1208
1774565162,-0.1164
1774565167,-0.1175
1774565172,-0.1197
1774565177,-0.1164
1774565182,-0.1153
1774565187,-0.1273
1774565193,-0.1175
1774565198,-0.1186
1774565203,-0.1229
1774565208,-0.1219
1774565213,-0.1219
1774565218,-0.1143
1774565223,-0.1186
1774565228,-0.1132
1774565233,-0.1219
1774565238,-0.1197
1774565243,-0.1197
1774565248,-0.1175
1774565253,-0.1164
1774565259,-0.1186
1774565264,-0.1175
1774565269,-0.1143
1774565274,-0.1175
1774565279,-0.1251
1774565284,-0.1229
1774565289,-0.1197
1774565294,-0.1164
1774565299,-0.1121
1774565304,-0.1197
1774565309,-0.1197
1774565314,-0.1240
1774565320,-0.1067
1774565325,-0.1143
1774565330,-0.1208
1774565335,-0.1186
1774565340,-0.1175
1774565345,-0.1186
1774565350,-0.1164
1774565355,-0.1197
1774565360,-0.1175
1774565365,-0.1143
1774565370,-0.1197
1774565375,-0.1153
1774565380,-0.1186
1774565386,-0.1175
1774565391,-0.1273
1774565396,-0.1186
1774565401,-0.1229
1774565406,-0.1143
1774565411,-0.1186
1774565416,-0.1219
1774565421,-0.1175
1774565426,-0.1197
1774565431,-0.1229
1774565436,-0.1153
1774565441,-0.1197
1774565446,-0.1284
1774565452,-0.1208
1774565457,-0.1132
1774565462,-0.1219
1774565467,-0.1284
1774565472,-0.1143
1774565477,-0.1197
1774565482,-0.1208
1774565487,-0.1153
1774565492,-0.1175
1774565497,-0.1153
1774565502,-0.1175
1774565507,-0.1110
1774565513,-0.1164
1774565518,-0.1175
1774565523,-0.1121
1774565528,-0.1077
1774565533,-0.1164
1774565538,-0.1132
1774565543,-0.1240
1774565548,-0.1208
1774565553,-0.1219
1774565558,-0.1153
1774565563,-0.1164
1774565568,-0.1175
1774565573,-0.1186
1774565579,-0.1229
1774565584,-0.1132
1774565589,-0.1251
1774565594,-0.1153
1774565599,-0.1164
1774565604,-0.1186
1774565609,-0.1143
1774565614,-0.1121
1774565619,-0.1164
1774565624,-0.1208
1774565629,-0.1229
1774565634,-0.1153
1774565639,-0.1153
1774565645,-0.1197
1774565650,-0.1186
1774565655,-0.1175
1774565660,-0.1164
1774565665,-0.1153
1774565670,-0.1229
1774565675,-0.1197
1774565680,-0.1229
1774565685,-0.1153
1774565691,-0.1153
1774565696,-0.1143
1774565701,-0.1229
1774565706,-0.1164
1774565711,-0.1164
1774565716,-0.1164
1774565721,-0.1164
1774565726,-0.1229
1774565731,-0.1186
1774565736,-0.1143
1774565741,-0.1208
1774565746,-0.1240
1774565751,-0.1077
1774565757,-0.1262
1774565762,-0.1175
1774565767,-0.1088
1774565772,-0.1164
1774565777,-0.1143
1774565782,-0.1208
1774565787,-0.1099
1774565792,-0.1164
1774565797,-0.1077
1774565802,-0.1229
1774565807,-0.1164
1774565812,-0.1186
1774565818,-0.1143
1774565823,-0.1121
1774565828,-0.1153
1774565833,-0.1229
1774565838,-0.1186
1774565843,-0.1175
1774565848,-0.1186
1774565853,-0.1153
1774565858,-0.1153
1774565863,-0.1110
1774565868,-0.1219
1774565873,-0.1197
1774565878,-0.1164
1774565884,-0.1164
1774565889,-0.1077
1774565894,-0.1110
1774565899,-0.1240
1774565904,-0.1219
1774565909,-0.1164
1774565914,-0.1099
1774565919,-0.1056
1774565924,-0.1219
1774565929,-0.1240
1774565934,-0.1186
1774565939,-0.1012
1774565944,-0.1110
1774565950,-0.1490
1774565955,-0.1099
1774565960,-0.1164
1774565965,-0.1143
1774565970,-0.1262
1774565975,-0.1132
1774565980,-0.1164
1774565985,-0.1197
1774565990,-0.1110
1774565995,-0.1219
1774566000,-0.1197
1774566005,-0.1143
1774566011,-0.1088
1774566016,-0.1208
1774566021,-0.1273
1774566026,-0.1240
1774566031,-0.1240
1774566036,-0.1197
1774566041,-0.1175
1774566046,-0.1143
1774566051,-0.1153
1774566056,-0.1219
1774566061,-0.1175
1774566066,-0.1273
1774566071,-0.1121
1774566077,-0.1132
1774566082,-0.1262
1774566087,-0.1143
1774566092,-0.1099
1774566097,-0.1219
1774566102,-0.1219
1774566107,-0.1099
1774566112,-0.1219
1774566117,-0.1153
1774566122,-0.1229
1774566127,-0.1219
1774566132,-0.1132
1774566137,-0.1208
1774566143,-0.1251
1774566148,-0.1208
1774566153,-0.1099
1774566158,-0.1164
1774566163,-0.1099
1774566168,-0.1132
1774566173,-0.1186
1774566178,-0.1110
1774566183,-0.1088
1774566188,-0.1175
1774566193,-0.1153
1774566198,-0.1121
1774566204,-0.1186
1774566209,-0.1132
1774566214,-0.1208
1774566219,-0.1164
1774566224,-0.1219
1774566229,-0.1175
1774566234,-0.1197
1774566239,-0.1219
1774566244,-0.1240
1774566249,-0.1175
1774566254,-0.1197
1774566259,-0.1240
1774566264,-0.1121
1774566270,-0.1121
1774566275,-0.1164
1774566280,-0.1208
1774566285,-0.1153
1774566290,-0.1186
1774566295,-0.1099
1774566300,-0.1164
1774566305,-0.1121
1774566310,-0.1164
1774566315,-0.1164
1774566320,-0.1197
1774566325,-0.1175
1774566331,-0.1143
1774566336,-0.1164
1774566341,-0.1262
1774566346,-0.1175
1774566351,-0.1132
1774566356,-0.1164
1774566361,-0.1153
1774566366,-0.1197
1774566371,-0.1153
1774566376,-0.1208
1774566381,-0.1186
1774566386,-0.1077
1774566391,-0.1164
1774566397,-0.1175
1774566402,-0.1186
1774566407,-0.1175
1774566412,-0.1132
1774566417,-0.1197
1774566422,-0.1219
1774566427,-0.1143
1774566432,-0.1175
1774566437,-0.1175
1774566442,-0.1153
1774566447,-0.1143
1774566452,-0.1132
1774566458,-0.1175
1774566463,-0.1175
1774566468,-0.1197
1774566473,-0.1197
1774566478,-0.1197
1774566483,-0.1219
1774566488,-0.1110
1774566493,-0.1143
1774566498,-0.1088
1774566503,-0.1175
1774566508,-0.1153
1774566513,-0.1208
1774566518,-0.1153
1774566524,-0.1143
1774566529,-0.1153
1774566534,-0.1099
1774566539,-0.1164
1774566544,-0.1153
1774566549,-0.1186
1774566554,-0.1186
1774566559,-0.1110
1774566564,-0.1143
1774566569,-0.1186
1774566574,-0.1121
1774566579,-0.1197
1774566585,-0.1186
1774566590,-0.1132
1774566595,-0.1164
1774566600,-0.1153
1774566605,-0.1132
1774566610,-0.1208
1774566615,-0.1110
1774566620,-0.1175
1774566625,-0.1132
1774566630,-0.1197
1774566635,-0.1088
1774566640,-0.1121
1774566645,-0.1099
1774566651,-0.1164
1774566656,-0.1121
1774566661,-0.1143
1774566666,-0.1153
1774566671,-0.1132
1774566676,-0.1143
1774566681,-0.1088
1774566686,-0.1175
1774566691,-0.1088
1774566696,-0.1186
1774566701,-0.1143
1774566706,-0.1121
1774566712,-0.1143
1774566717,-0.1143
1774566722,-0.1197
1774566727,-0.1153
1774566732,-0.1153
1774566737,-0.1186
1774566742,-0.1153
1774566747,-0.1240
1774566752,-0.1175
1774566758,-0.1175
1774566763,-0.1164
1774566768,-0.1153
1774566773,-0.1164
1774566778,-0.1067
1774566783,-0.1175
1774566788,-0.1132
1774566793,-0.1132
1774566798,-0.1164
1774566803,-0.1273
1774566808,-0.1132
1774566813,-0.1186
1774566818,-0.1132
1774566824,-0.1132
1774566829,-0.1240
1774566834,-0.1175
1774566839,-0.1186
1774566844,-0.1067
1774566849,-0.1316
1774566854,-0.1023
1774566859,-0.1197
1774566864,-0.1034
1774566869,-0.1056
1774566874,-0.1121
1774566879,-0.1110
1774566885,-0.1273
1774566890,-0.1110
1774566895,-0.1001
1774566900,-0.1186
1774566905,-0.1371
1774566910,-0.1077
1774566915,-0.1132
1774566920,-0.1186
1774566925,-0.1186
1774566930,-0.1153
1774566935,-0.1153
1774566940,-0.1164
1774566946,-0.1197
1774566951,-0.1186
1774566956,-0.1012
1774566961,-0.1023
1774566966,-0.1132
1774566971,-0.1186
1774566976,-0.1077
1774566981,-0.0969
1774566986,-0.1284
1774566991,-0.0969
1774566996,-0.1327
1774567001,-0.1067
1774567006,-0.1316
1774567012,-0.1229
1774567017,-0.1153
1774567022,-0.0969
1774567027,-0.1273
